offer_id	first_day_exposition	last_day_exposition	last_price	floor	open_plan	rooms	studio	area	kitchen_area	living_area	agent_fee	renovation	offer_type	category_type	unified_address	building_id
6302998900204398448	2016-09-07T00:00:00+03:00	2017-04-24T00:00:00+03:00	45000.0	4	False	3	False	66.0	8.0	57.0	100.0	0.0	2	2	Россия, Санкт-Петербург, Московский район, улица Победы, 19	3618150775692351967
6171702108331654308	2018-01-01T00:00:00+03:00	2018-06-13T00:00:00+03:00	11592000.0	11	False	1	False	53.8	21.85	17.4		5.0	1	2	Россия, Санкт-Петербург, Московское шоссе, 3к4	8346385985443583253
5278779638058889728	2016-03-14T00:00:00+03:00	2017-01-18T00:00:00+03:00	25000.0	3	False	1	False	50.0	14.0	25.0	50.0	10.0	2	2	Россия, Санкт-Петербург, улица Композиторов, 10	5893539674528018841
3722543668993613312	2016-07-04T00:00:00+03:00	2016-09-05T00:00:00+03:00	3175000.0	9	False	2	False	46.0	7.0	28.0		8.0	1	2	Россия, Ленинградская область, Всеволожский район, Сертолово, Центральная улица, 7к1	1487187135264418078
5141797489724433625	2018-01-10T00:00:00+03:00	2018-01-15T00:00:00+03:00	26000.0	6	False	2	False	52.0	10.0	28.0	50.0		2	2	Россия, Санкт-Петербург, Богатырский проспект, 3к1	6719200042030750219
8353202309096008121	2014-11-27T00:00:00+03:00	2018-08-20T00:00:00+03:00	6300000.0	4	False	3	False	66.9	6.48	49.0			1	2	Россия, Санкт-Петербург, Белоостровская улица, 27	8163067557383435399
3041344418931413249	2017-08-14T00:00:00+03:00	2018-02-07T00:00:00+03:00	5600000.0	10	False	2	False	61.0	10.0	34.0		0.0	1	2	Россия, Санкт-Петербург, улица Генерала Симоняка, 14	5887321647859314125
3586525604431193088	2018-06-23T00:00:00+03:00	2018-06-30T00:00:00+03:00	24000.0	1	False	2	False	50.0	8.0	29.0	100.0	11.0	2	2	Россия, Санкт-Петербург, улица Кораблестроителей, 29к1	7323709713868716278
6302977522902313469	2016-12-23T00:00:00+03:00	2017-08-16T00:00:00+03:00	50000.0	5	False	2	False	60.0	10.0	38.0		0.0	2	2	Россия, Санкт-Петербург, Варшавская улица, 110	8541520145339091646
5063096838243315968	2017-08-10T00:00:00+03:00	2017-08-11T00:00:00+03:00	24000.0	15	False	1	False	40.0		19.0		7.0	2	2	Россия, Санкт-Петербург, Пулковское шоссе, 36	5266491833525191283
5592490235564458789	2018-06-19T00:00:00+03:00	2018-08-10T00:00:00+03:00	1730000.0	1	False	2	False	41.9	6.3	27.7		11.0	1	2	Россия, Ленинградская область, Кировский район, Шлиссельбург, улица Чекалова, 25	3411045088272307481
2795569615095328256	2018-04-16T00:00:00+03:00	2018-04-30T00:00:00+03:00	23000.0	5	False	2	False	45.0	6.0	30.0	50.0	1.0	2	2	Россия, Санкт-Петербург, проспект Тореза, 76	4203209074107983819
6019054239828109824	2017-07-28T00:00:00+03:00	2018-01-23T00:00:00+03:00	3440000.0	12	False	1	False	36.5	11.7	15.0		0.0	1	2	Россия, Ленинградская область, Ломоносовский район, Аннинское городское поселение, городской посёлок Новоселье, Красносельское шоссе, 1к1	5713669212143376997
3941699791656953345	2018-04-26T00:00:00+03:00	2018-08-20T00:00:00+03:00	35000.0	5	False	2	False	54.0	9.0	32.0	100.0		2	2	Россия, Санкт-Петербург, улица Решетникова, 13	3452932201218213005
4991991	2015-12-30T00:00:00+03:00	2016-03-17T00:00:00+03:00	300000.0	4	False	3	False	130.0	12.0	91.0	100.0	1.0	2	2	Россия, Санкт-Петербург, Константиновский проспект, 23А	8174561515904393449
7621245106372860439	2015-02-26T00:00:00+03:00	2017-09-24T00:00:00+03:00	6990000.0	10	False	1	False	53.0	12.5	22.3	0.0	0.0	1	2	Россия, Санкт-Петербург, улица Савушкина, 143	5166855161799096041
5837511367682235136	2017-09-25T00:00:00+03:00	2018-02-07T00:00:00+03:00	4750000.0	8	False	2	False	43.0	7.0	28.0			1	2	Россия, Санкт-Петербург, проспект Металлистов, 48	3140399340120323024
2554639205167232407	2018-04-09T00:00:00+03:00	2018-08-20T00:00:00+03:00	3800000.0	1	False	2	False	49.1	5.5	34.9			1	2	Россия, Санкт-Петербург, улица Козлова, 51к1	7367595267001135211
7258486944668807829	2017-09-30T00:00:00+03:00	2017-10-19T00:00:00+03:00	3300000.0	3	False	1	False	26.0	5.0	16.0		0.0	1	2	Россия, Санкт-Петербург, Туристская улица, 20к2	1747634664072596374
7249531164357327361	2017-11-10T00:00:00+03:00	2017-12-31T00:00:00+03:00	4100000.0	3	False	1	False	46.0	13.0	18.5		2.0	1	2	Россия, Санкт-Петербург, проспект Королёва, 54к1	7373491244948380370
5592490235567108206	2016-01-30T00:00:00+03:00	2018-08-20T00:00:00+03:00	6750000.0	3	False	3	False	68.2	8.0	40.1		6.0	1	2	Россия, Санкт-Петербург, Сестрорецк, Приморское шоссе, 261	6439130807317095901
7340091001889641517	2018-02-01T00:00:00+03:00	2018-05-21T00:00:00+03:00	2300000.0	1	False	0	True	23.0		15.0	100.0		1	2	Россия, Ленинградская область, Всеволожский район, Заневское городское поселение, деревня Кудрово, Венская улица, 5	2536616937843050757
5614092655346873180	2017-01-19T00:00:00+03:00	2017-01-24T00:00:00+03:00	1838700.0	6	False	1	False	22.7				0.0	1	2	Россия, Санкт-Петербург, улица Крыленко, 1к1с2	5915003919436159235
5353004803659778304	2018-06-21T00:00:00+03:00	2018-07-25T00:00:00+03:00	21000.0	4	False	1	False	35.0	10.0	18.0	50.0		2	2	Россия, Санкт-Петербург, проспект Науки, 35	135582742631513782
3176048466545932288	2018-05-04T00:00:00+03:00	2018-08-19T00:00:00+03:00	5525000.0	3	False	3	False	51.6	7.1	31.4		11.0	1	2	Россия, Санкт-Петербург, проспект Славы, 43	135586439760362548
